"","GSM2460692","GSM2460693","GSM2460694","GSM2460695","GSM2460696"
"Cyp24a1",3.75896156792094,3.62388268590061,3.53876255029349,3.49675327434054,3.67325512442959
"Cyp26a1",4.5282004225993,7.3823092388849,5.07882565237846,4.98579514782513,4.62700347767545
"Cyp27a1",8.29232402574557,7.18872254005657,7.2996043932066,7.38336715365081,7.2980363884316
"Cyp27b1",5.16684269983637,4.90244423339465,4.70624692959841,5.27695671172413,4.78823620376868
"Slc5a12",3.54921109867538,3.52616394033716,3.52454519311409,3.59829096082945,3.61597914254298
"Aars",8.29033565487556,8.85828562941585,8.96582589955842,8.88050806402989,8.97757423124602
"Dab1",4.70668417257543,4.72116871662525,4.81406797665322,4.62920923222941,4.59332914321985
"Dab2",9.32416836749172,10.686046412316,10.6800560015269,9.90492940695151,10.0137063563146
"Dach1",5.38917941923829,6.57346670355106,6.86684657925964,5.77697469466211,7.07554761988926
"Dad1",10.0857439399124,10.7255665341602,10.8250336702014,10.1537091460367,10.2898457043028
"Cd55",10.4049963278874,9.77619610977206,9.93688146876397,9.29978872454296,8.34120571459324
"Dag1",7.21928566171982,7.80237048062135,7.79722845862713,8.02491315599595,7.82474300278359
"Dennd5b",4.37729665563158,5.11607219292531,5.21653679718903,4.9006878185269,5.0042503184529
"Dgka",5.43429962430321,5.03860646450425,4.97437146980278,5.03375573886937,4.90375686071288
"Dgkb",3.43181030207225,3.66843653397364,3.53411034826886,3.46637295914886,3.64433726225979
"Dgkg",4.34453811036384,4.3322846176265,4.468664929328,4.48179946891107,4.22440957773183
"Dgkq",6.13001558199091,5.82692223177223,5.93436999863407,5.82311949945129,5.4462938857588
"Ap2a2",7.85704374802099,7.6599256364907,7.77328543254975,7.95513437418431,7.91490797237284
"Dao",4.7864837771205,4.95548428399482,4.70186285963455,4.6459785707654,4.84774113088922
"Dap",9.03842041243628,8.27051345818519,8.36498341454301,8.70440836614341,8.22091898965508
"Dapk1",7.88906372495124,7.19130980572529,6.96365457205746,6.65511663517301,6.6635594119171
"Tmem30b",5.75181864028638,6.10347919047053,6.20634671806285,5.44122009331963,5.62997084398789
"Dapk3",5.58351515339633,5.64220961875509,5.69312967611639,5.82787748184575,5.50885246964284
"Dars",9.36263817497882,9.78689809973577,9.68355088580552,9.83829731506079,9.79148586244789
"Daxx",7.2058146951526,6.46467189117015,6.48136619415811,7.17010383037038,6.99454233602907
"Dazl",3.70705927584842,3.72588242560075,3.73579834327629,4.53850339607115,3.92076275196399
"Ap1b1",7.80008220949045,6.9940355676188,6.93533098354466,7.55124395030441,7.17629956784062
"Brinp1",5.14496247088114,4.66360805112686,4.3322846176265,4.70098624565356,4.47364974244541
"Dbh",5.12761301714765,4.88580258045275,4.96119324080193,4.79480921254342,4.8088095468484
"Dbi",11.5230028691959,11.3202615977625,11.5996236427698,11.255331987784,12.5802515064834
"Retreg3",9.06011444801748,9.1024338633411,9.11121557034198,9.33423149599961,9.6059053846279
"Dbn1",7.13503473943821,7.64774301556876,7.80237048062135,8.08188915700269,7.70227157291421
"Dbp",5.74944775164424,5.63750187739227,5.92049605026915,5.53072857536538,5.91763022974916
"Dbt",5.55497611597597,6.08277263314555,6.0481058036004,5.81740983230477,5.95736763809857
"Znf550",5.23135670401952,5.3799788338837,5.56431994065538,5.12538851375859,5.14630408566565
"Ap2b1",8.45743974849762,8.3958771434283,8.33445150180689,8.49238084013978,8.39864519193027
"Dcc",3.67611509676408,3.49108128054838,3.83316154613405,3.70178800631364,3.86323761778576
"Znf780b",3.90034570423137,3.9286942641245,3.96158259858594,3.97097393791835,3.95922206022331
"Eci1",7.30065755996713,7.43870214023027,7.51223593418624,8.44612582419942,8.43768331851216
"Dck",8.45531409827671,8.2131604014406,8.21380580357773,8.13675432043887,7.92904779049767
"Dcn",11.8283629649551,13.160922375892,13.0075593774744,12.255155263866,12.2825612008902
"Dennd1b",5.42415140798386,5.53864970947257,5.47545155877042,5.41678493776817,5.28057719982046
"Dctd",8.13612055500763,8.93456600891659,9.14382701356916,8.87707110072878,8.78728940485154
"Tor1aip2",5.35982072363136,5.46572315413063,5.39745134471111,5.10319591318691,5.37905935974984
"Ace",5.28917766674543,5.54658629006904,5.59991741304382,5.49260218554759,5.49399052319709
"Dct",4.53492320621517,4.68385223359104,4.53716261648846,4.68297347383899,4.63141769188981
"Dctn1",5.89131221335869,5.76321311190548,5.71203113561003,5.86743670933885,6.09962580281989
"Ap1g1",7.8529904644058,7.80408872319459,7.75969002210033,7.57572653526356,7.44512565926793
"Dcx",4.04063540012054,4.68033340234531,4.89368661275386,3.92137638765103,4.94012901023786
"Ddb1",8.84051279091306,9.18527222970901,9.29868949727319,9.65255663255706,9.30528571176742
"Ddb2",7.82474300278359,7.74045987294589,7.71740541913212,7.98203485244852,7.39131944190615
"Ddc",4.34736224003499,4.11074956650143,4.34077825318163,4.35253425811369,4.14069538610077
"Akr1c1",8.98848667979517,9.42935978377214,9.98702304603532,7.87970836994252,10.7010998162147
"Akr1c2",9.66097067384922,9.97476777266718,10.3053661984835,8.15946774092446,11.451197067664
"Tmprss6",5.41263593684489,5.11518436946125,5.22282104563826,5.13428611636178,5.26337830845131
"Gadd45a",9.45962204266337,8.97938777379962,9.07730717418683,9.49422705337812,9.03936092358822
"Ddit3",8.2176879918196,7.93673461120425,8.13989574185919,8.06771634499567,8.20414498533341
"Aebp1",9.64420330476754,11.6129714165792,11.5670708201045,11.6470449524569,11.0282983070161
"Ddost",9.68213183522595,9.48177960972107,9.74764973494044,10.0857439399124,9.43658161135166
"Ddt",9.13188250248315,8.68555985662102,8.71946607273915,9.12102914719794,9.85423792268943
"Ddx1",8.97938777379962,10.1758040833817,10.1517185252306,9.91492385089112,9.91492385089112
"Ddx3x",7.79550855217528,7.10832445793178,6.90054340781145,7.26457009608953,6.96669285155975
"Ddx5",11.2079626842833,11.3675647039055,11.3837747421477,11.1103680474941,11.2126182559915
"Ddx6",6.52464764314064,6.48038632697582,6.23882853844035,6.8256634935963,6.87638808613039
"Dmxl1",8.17471335398196,8.98757736669345,9.01606778925271,8.22546876721038,8.91607451986591
"Dhx8",7.13709019515846,6.57100011827274,6.79961897186521,6.69337443603539,6.66554607549891
"Aes",6.53697284402335,7.01739413093909,6.75164543047603,7.18509314700313,7.20270048181568
"Dhx9",6.90306282427245,7.45742453921252,7.05152856439109,7.32006116832127,6.88796027902867
"Ddx10",7.19545084286463,7.70227157291421,7.68830329179995,7.62950926113956,7.76873320428357
"Ddx11",6.52957550913663,6.66653667284016,6.67001049064251,7.04235846016699,6.91313741304036
"Dhx15",9.38454700060417,10.1497431888643,10.1982262606266,9.61809809527899,9.83988597730852
"Decr1",9.74171426777194,9.81940248136893,9.8303849908759,9.5646204252647,9.63314116827607
"Adgra3",4.72028996065303,5.77887952891738,5.84741295898624,5.44076063541257,5.05095769713212
"Defa4",4.90375686071288,4.14744180123943,4.24364528502932,3.92259672328508,3.92990837195854
"Crisp1",3.56203066015957,3.41079369800043,3.57817757543415,3.4005902485213,3.3726394283348
"Defa5",4.28454347814864,4.223419425328,4.15261299967305,3.91154246769665,4.09903593403991
"Defa6",4.91995387765879,4.9677844794799,4.79568494674042,4.82762760438201,4.69396700052637
"Defb1",5.66714917399001,5.90135229953319,6.19861857808818,4.94714582255896,6.69337443603539
"Dcp2",7.9379209647329,6.0866252893479,6.30487749172728,6.05533487483491,6.22912253644099
"Des",5.8874918852054,6.58780674353581,5.70068317653121,10.0281672722151,6.10589215115334
"Cfd",10.8589743441615,11.6822361091771,11.7112502251363,9.99763566413355,12.847313209756
"Dffa",6.54041530094324,6.64522109472165,6.63580202107997,6.79161740537846,6.67747346301081
"Dffb",6.04618672005949,6.52169230321082,6.69883956691724,6.26891183676959,6.51922908119994
"Timm8a",3.96745956979581,4.03673091997778,3.90533423706705,4.27826025460447,4.1022402764964
"Znf467",7.48046752881798,6.2650187667375,6.07651421008762,6.27863655439806,6.38926186316999
"Gsdme",7.21047679438139,8.45672831003227,8.72185225555026,7.74385559671501,7.55395777898434
"Coch",4.8118745206213,6.6006569669785,6.71128462184725,5.03508002625497,5.41171703164091
"Kcnv2",3.56752453144939,3.69554442901644,3.624992610529,3.85201742094721,3.69644256865089
"Olfml2a",6.76362849967484,8.35953831318642,8.61470013701921,7.5523266142768,8.15503288426723
"Psors1c1",4.17212437208112,4.55729193492347,4.30710947867336,4.10596704536457,4.39307331580115
"Psors1c2",4.87573636692682,4.88973885381137,4.87442433599538,4.91645309743577,4.82587598895827
"Znf384",7.84143567158433,7.37118985817838,7.47349797242927,7.4708133174052,7.60474657255039
"Asxl1",6.56901964899813,6.94998519171098,7.00013224486579,6.91969249079228,7.11550653673953
"Znf675",3.51795342368868,3.55642985104164,3.66256607448694,3.7447148981522,3.7921819816725
"Sptssa",8.29564119025925,8.82287764206593,8.82873939045376,8.52272403101758,9.00405870705608
"Ptcra",6.89650778561211,5.77127045862381,5.60507909475417,5.7841113036912,5.66290793043503
"Abhd3",10.1839214760418,8.13486317570981,8.07448656245651,8.25802921549213,8.63450153365751
"Dguok",7.63171038170776,7.38072237653208,7.54364716532694,7.41524655747901,7.6239975753836
"Dhcr7",5.42369067391191,5.36714520771297,5.4195485608282,5.49956182859765,6.46516270565632
"Dhcr24",7.52574758035052,7.39026101266748,7.48853219185124,7.44137420465142,9.46084530911094
"Dhodh",5.30280884392126,5.39193447022647,5.23135670401952,5.18382749587586,5.74802397029938
"Dhps",6.48038632697582,6.17106017067614,6.36973946604041,6.87237001172775,6.52366061738624
"Cyb5r3",10.5525678868909,10.8520866586406,10.8486615636244,10.7194053105108,11.0934879688239
"Nqo1",6.62292105857163,7.10627208276751,7.13657854317653,6.50152609212826,8.27051345818519
"Diaph1",7.99165401974107,7.09038530969142,7.13605998091934,7.57682036027571,6.90860396190649
"Afm",4.17721437020354,3.67421127905828,3.90408879127827,3.89532485265361,4.13443721014206
"Diaph2",7.55070059588636,8.00914521340885,7.5943218599171,7.56428176915493,7.91196035079316
"Dio1",3.59585579070557,3.76824444581478,3.73498096256212,3.57290253604078,3.48718130848863
"Dio2",5.60226397269272,6.7222161158667,6.75114806446013,5.57415164580488,5.74090456149926
"Dio3",6.07073153848213,5.748499711662,5.37219044518666,5.14496247088114,6.26113748792834
"Dkc1",7.77498703263503,8.00311241687297,8.08621717637488,8.35070307720332,8.04136337318384
"Dlat",6.81064314221681,7.33530566140249,7.39875125999061,7.59377261465407,7.48046752881798
"Dld",7.96826403255581,8.1123145735123,8.06587600703492,8.3704458505686,8.42227759918006
"Dlg1",5.92719630466884,7.12321396836048,7.37013100145195,6.40051836527645,6.66405717332701
"Afp",4.54924502349935,4.22737345394248,4.70976013815764,4.44043906347034,4.28067860345239
"Dlg2",4.01078977700105,4.68121508431561,4.65171274372065,4.29656501687015,4.23725366477108
"Dlg3",5.54098063051145,5.63561421550266,5.77032095679838,5.6107187500967,5.67564641674057
"Dlg4",4.61683797392563,4.60752237332087,4.50301860614331,4.7036150771328,4.72818277285726
"Dlst",8.93368511978344,8.91695448994267,9.00405870705608,9.53733523277054,9.42935978377214
"Dlx2",4.25051865236737,4.23725366477108,4.14589136720082,4.07531626215733,4.33417534108747
"Dlx4",4.35629015724614,4.05172671319679,4.0395249416164,4.2431567508281,4.01135892633236
"Dlx5",4.73651937369783,5.18919353227825,4.84248990442156,4.75800689908586,5.12184142120195
"Aga",6.5724796635462,6.79161740537846,6.91616453015244,6.40687873231605,6.22524023179415
"Dlx6",3.78776467035358,4.07314307922477,4.06822473635264,3.76052360389844,4.19694165970268
"Dmbt1",5.56759131076684,5.46340914437481,5.53492702834243,5.35342323782307,5.40204028638251
"Dmd",5.74469766745639,6.84272485842501,6.61203107538129,7.2058146951526,6.8156558518587
"Sardh",4.88011551331357,4.49264333291973,4.55148309924167,4.61417412360702,4.76809078408604
"Dmp1",3.42613775052462,3.47499508062986,3.4948850629017,3.65559552454238,3.53566483232273
"Dnm1",7.0224926013593,8.11044285516506,8.13737946593551,7.75233044876434,7.49607034009399
"Acan",5.59616288626968,7.19234210077081,7.64884798597099,6.70979190670483,6.1367707162829
"Dmpk",5.3703573535847,5.39377408569528,5.25795858239137,5.79170038638157,5.67659381389158
"Dmrt1",3.65660845450067,3.83792253530338,3.68549336123026,3.57817757543415,3.66843653397364
"Dmwd",6.08855452275642,6.02647391007091,6.0394596079834,6.00629148690234,6.01013589710699
"Dna2",5.20800593177083,5.30326325524211,4.98930259691439,5.32784024421575,5.36805993114381
"Dnah6",3.97914188093182,4.02606033468542,4.02493929507652,4.01078977700105,4.09421460170809
"Ager",5.02581118050136,4.77903680166707,4.78166302768187,4.84161315782699,5.13250073566707
"Dnah9",4.54834910404102,4.4994126642834,4.44409459447329,4.43998284266303,4.69528497950253
"Dnase1",4.62700347767545,4.71766020405407,4.80837302683885,4.64509638141476,4.81887686210342
"Dnase1l1",8.33243536905722,7.86633836105537,7.87795915417713,9.00959611995646,7.90079669556759
"Dnase1l2",4.45458197984767,4.96426453392556,4.60841051281605,4.69967379662053,4.92565560228063
"Dnase1l3",7.15409234225246,6.45683222016763,6.66653667284016,5.79788108274955,6.139178944813
"Dnase2",7.5943218599171,6.76862079725035,6.92373003811947,6.98845209836358,7.02605364860498
"Dync1h1",6.34874410739934,6.6615805993956,6.93835894576567,6.77961169619856,6.50054066872682
"Agl",8.62839327453282,9.6086059509671,9.34325622666567,11.0482921272094,9.38803503198496
"Dync1i1",5.13339270154035,5.95401558386554,5.44122009331963,5.55544212689102,5.63750187739227
"Dync1li2",8.9012580890875,10.0520056743941,10.1859440367439,9.6194540426323,9.82252576984996
"Dnm2",7.70561604424344,6.31462238767614,6.57741627132118,7.0489825152609,6.83269065353743
"Dnmt1",9.20483122051886,9.43537580749623,9.48797502270178,9.77166234075264,9.14581719063792
"Trdmt1",4.58356188386718,5.14229429212388,4.94889851945633,4.67021268107015,4.63097809398757
"Dnmt3a",6.29613295208206,6.29175880800076,6.0943306164589,6.4798976420419,6.30877177796221
"Dnmt3b",5.11030552744647,5.83930460053221,5.89465326603402,5.85838036527358,6.07410535200956
"Dntt",4.16290573002603,4.20396425494393,4.19039255723813,4.23034290498584,4.11499213353886
"Dock1",5.27016358296434,6.18942742166441,6.34190866134561,5.73379319104371,5.65679692667827
"Dock2",9.22673359488504,7.25049709473993,6.96466910842738,7.09294149342912,6.59917972600941
"Dock3",4.15416446566879,4.15467964313142,3.85268384319101,3.98321195405957,3.89595604682727
"Dok1",7.27396523786463,6.45340162630944,6.39219677945497,6.77011975378108,6.88745738334233
"Dxo",6.19377752305411,6.36290197567029,6.28884093141533,6.20103549923621,6.47400295576131
"Dpagt1",7.32898860791764,7.82302109094989,7.78181232501077,7.96408794112406,7.61023675058754
"Abat",7.38389886830611,6.10733521017104,5.87746239416711,5.51723369757699,6.06350562402405
"Dpep1",5.51490348228815,5.58959634908282,5.45416400419562,5.60461192989823,5.43845011073091
"Dph2",6.17444273039498,6.33118033291371,6.3092611153285,6.47007093376762,6.58731158842173
"Dpp4",5.64691431635786,8.03099360384854,8.79799353889485,6.76862079725035,6.05533487483491
"Dpp6",4.02718598946741,4.32756049631576,4.13391379573722,4.19744351201567,4.30327514557704
"Dpt",9.01791922083211,10.110587087233,10.7194053105108,10.4342214273842,9.32081990057124
"Dpyd",5.33514135433073,4.89149482610969,4.76809078408604,4.62656154220446,4.41385123856179
"Dpys",4.34830316289379,4.0588971157996,4.21496872049533,4.14173488723354,4.29464614286991
"Dpysl2",11.2848237107704,12.1187927753965,12.0111460499908,11.8881638878542,11.811867892259
"Dpysl3",8.29166025973286,9.551569999337,9.76409934153832,9.78536646516595,8.39035686577562
"Agrp",4.9875459222451,5.04654475584803,5.09787293500125,4.82456828161264,5.03596046951433
"Dr1",7.67379927986812,7.31428893294058,7.2348719381167,7.24893196482502,6.99759171064585
"Slc26a3",3.5447924724606,3.41713056704785,3.47914311918413,3.51627657187893,3.64225409292059
"Drd1",3.54028265435993,3.57290253604078,3.71313680879279,3.58333330152315,3.91709181685613
"Drd2",5.25027551014373,5.05979093452651,5.21068964048714,5.11607219292531,5.18964097328533
"Drd3",3.70880729535253,3.75661447199318,3.68084086651164,3.751090097972,3.62388268590061
"Drd4",4.27582935505754,4.11763535976895,4.32944939478465,4.82719169489028,4.42120893010698
"Drd5",4.16393192984734,4.21546701319153,3.87428948654929,4.32897823644534,3.84129755450294
"Drg2",6.31949621433511,5.89608578552543,5.94970819036555,6.41813163203434,6.10733521017104
"Jag1",7.48853219185124,9.22989956141934,9.06391691853783,8.83041270059242,8.74987083113719
"Arid3a",7.58993344705415,6.52316745161397,6.13001558199091,6.13725207674898,6.31169821953661
"Drp2",4.3972411347695,4.11605079178822,4.37450007196478,4.37915114464068,4.16188076105795
"Atn1",5.95545473018869,5.7300043363577,5.70871667796744,5.54752293433849,5.83930460053221
"Dsc1",3.80377427915475,3.50586005251885,3.56615954632965,3.70001438951471,3.62720205966598
"Dsc2",6.86282839914915,5.46387312161667,5.0443414356903,5.02405139740852,5.03860646450425
"Dsc3",3.82630148125316,3.82422368465503,3.79727962552271,3.76670891449336,3.80377427915475
"Dscam",4.48134788939988,4.44728856731934,4.49445194818813,4.39631214242025,4.67549172091726
"Rcan1",5.86076234427177,5.41033499474801,5.64174025864743,5.67187357569642,5.6229245150203
"Dsg1",3.39327913712999,3.45960046543157,3.64950485459418,3.6227668314128,3.47708803994382
"Dsg2",5.09255962570521,6.05437016243783,5.89991019302217,6.53105190541393,5.71298416744934
"Agt",6.73766883460832,7.52142115615346,7.04031714901455,7.14842470760113,7.93495791043701
"Dsg3",4.12079540656868,4.03616985893768,3.95803332620187,4.21047507004498,3.93354074217806
"Tsc22d3",11.6401355223688,9.40678498268669,9.14083802253208,9.16794186853047,9.44502462005953
"Dsp",6.24706116140214,6.80061782403479,6.17299644864195,6.15318332212072,5.91667298787632
"Epyc",5.13739816896507,8.20864863618639,5.5746196278018,4.16751373793995,3.7079377972209
"Dspp",3.60903312652929,3.73905966500622,3.80377427915475,3.84867689196749,3.86650584152095
"Slc26a2",7.57627271664383,8.46310705652136,8.40210682210144,8.31765132132141,7.96826403255581
"Dtna",4.54745419481694,4.90025054464677,4.93135372160029,5.47452674720897,4.97437146980278
"Dtnb",5.48657354527376,5.28827481765827,5.27876554505594,5.16862804040621,5.33559729636986
"Hbegf",6.05773409844654,6.32387974354645,6.50054066872682,6.41127560136079,6.64769427100679
"Dtymk",6.78362033927096,6.66951501640681,6.77161977102035,7.34584253009616,7.10986406064703
"Ecm2",10.2085624083985,11.6264622137496,11.6966874475469,10.3211108007726,11.1061432772398
"Dusp1",10.3120894580228,8.98848667979517,9.46944108874014,9.41387048738509,10.3461686820192
"Dusp2",5.11518436946125,4.94670696320213,4.85079771969067,5.50280981245784,5.53399463248696
"Dusp3",7.0545888575714,6.66455479794054,6.64818915522506,7.2583142779903,6.90507814406075
"Dusp4",7.01232537549004,6.47400295576131,6.43968018007642,6.12422124166581,8.6800853946626
"Dusp5",6.92877734815978,6.21798034381581,6.41813163203434,6.67697667856994,6.38779566392526
"Dusp6",10.3484736386095,9.70508509544044,9.69789416894598,9.85584622472773,10.3143418616382
"Dusp7",5.86695870549037,6.28398216291663,6.04378968480097,6.22960906339994,6.14689860026134
"Agtr1",5.86028535254768,7.86343411838359,7.96766485415154,6.04858811147236,8.16263112896454
"Dusp8",6.33313314078844,5.80074238303229,5.91332446797818,5.72905476738595,5.87603073659202
"Dusp9",4.67857276055487,4.57600585469699,4.69528497950253,4.80312073554066,4.76151657386473
"Dut",8.04075149859001,8.58164723491386,8.72424017408787,8.36021969282149,8.63603254957498
"Dvl1",7.45047300488366,7.81096289992251,7.96170426063668,8.77747098775553,8.40972705232956
"Dvl2",6.47891705646504,6.97884377916505,6.99099710537651,6.73516725902424,7.00419849941469
"Dvl3",7.58829160677269,8.03404487376027,8.15693118300826,7.94088448043081,7.67379927986812
"Dyrk1a",5.2111422454438,5.14273833315916,5.10586162795679,4.97437146980278,5.07617047834508
"Agtr2",4.01703114013327,3.81373490664287,3.92320829467033,3.86061744224501,4.06877176357756
"Tor1a",8.11168815581475,7.7359515318774,7.83337221037532,8.03099360384854,7.80122768063607
"E2f1",5.56946439759504,5.47916333129814,5.2093480425847,5.37722820497689,5.3178205157876
"Aplnr",7.76591155457519,8.51326761640484,8.85743451595134,9.6086059509671,9.21002855217957
"E2f2",5.39883183941399,4.72949953582375,4.98710761196852,4.85079771969067,4.85473225353973
"E2f3",7.51277407106379,6.74964401244855,6.59324570250817,6.70183425968902,6.57938897757782
"E2f4",7.20374063176184,6.78212252894454,6.92221656892473,6.91112069380355,6.90155003306322
"E2f5",4.59022098596961,5.20890285427004,5.21833005783478,4.77290040764104,5.05448912119322
"E4f1",6.39464877858952,6.28543792343316,6.51479780384254,6.86483976567429,6.89147816182017
"Gpr183",7.41790762916086,6.91364581972036,6.64472480188492,7.32898860791764,6.79711678626648
"Ece1",6.98642708236578,6.50741187292623,6.40590126478332,6.72669671958377,6.7951167110403
"Agxt",4.46502963745089,4.35722776175239,4.52102254907725,4.49760502966414,4.75669589695893
"Tymp",8.93811090807687,6.19377752305411,5.52421108384202,8.20414498533341,6.91011281342355
"Ech1",9.9539727325447,9.14382701356916,10.3009241406786,10.6980639204209,11.203331752931
"Echs1",8.95683728424446,8.9496789368951,9.31637136139489,9.40090711056602,10.4292978847487
"Ecm1",7.43176718357474,8.13612055500763,8.33850552295291,8.64984300289831,7.38443087449665
"Ect2",6.47351117195543,6.97732077333555,7.10267928704553,7.44405639549643,6.58038004138201
"Eda",4.28792129414713,4.5273049860888,4.62037870536963,4.3889134034315,4.51202147282505
"Abca1",9.31192540075694,9.09175993316612,8.89258903373822,8.32368710066586,8.82204138660269
"Nr0b1",4.364235825747,4.087230036643,4.13443721014206,3.98205122552134,3.98727430002048
"S1pr1",8.45389055871976,9.30418667483178,9.15985722964658,8.9187098593272,9.39153557287939
"Lpar1",7.80809450175155,9.10145496920238,9.13585677015674,8.05605222796628,8.34527100357124
"Edn1",8.15061296247219,7.99948432631406,8.16707345314431,6.55964706311119,8.48161480618936
"Edn2",5.03904790333549,4.97656325567231,4.95240977288622,4.951092632378,4.90901749021253
"Edn3",4.68473053271313,4.12290597610786,4.43358977736415,4.40970479092209,4.3090161143652
"Ednra",5.82835327163553,7.91078598423664,7.55287287444764,7.955729857433,7.51763258001622
"Ahcy",7.93140934546041,8.12733290018519,8.15946774092446,8.5358378954668,8.24953082517036
"Ednrb",6.67648188997011,7.44780012147666,7.37701383154446,6.83118251499557,8.49812357201349
"Phc2",9.34666934176648,7.14223537924888,6.8156558518587,7.55287287444764,6.76512661799356
"Plac4",4.49174027153636,4.37076178319836,4.49354854568655,4.44865233920454,4.41200932530926
"Eef1a2",5.40848940942626,5.72905476738595,5.59710339389332,7.80179905470028,5.61306539009472
"Higd2a",8.91083118139845,9.02815229337346,9.12200953797526,9.32416836749172,9.339857221236
"Krt24",4.07368308628396,4.25882594608525,3.92930165268616,3.91092445429638,3.85996554928206
"Ago3",6.4779331101697,6.69139162450994,6.51922908119994,6.55421247130287,6.65809922453693
"Ago4",7.33688989931302,5.74517521650508,5.72479732898759,5.56478514924597,5.37722820497689
"Scamp5",5.78790903401585,5.68272529226983,5.6803702858739,5.45601253412697,5.64738307377001
"Eef1d",7.35058424045164,11.1669848189562,11.2798442333038,11.4339208530074,11.606290150974
"Eef2",12.0526370447902,12.2825612008902,12.2825612008902,12.4023186509329,12.6001416430773
"Eif2d",8.13423626730708,8.88309088592858,8.98302451356733,8.55123248416107,9.26069122656446
"Efna1",7.30852039539924,8.49812357201349,8.54535556910655,8.28569892334494,8.97938777379962
"Efna2",4.49490262289667,4.30183874318541,4.30088279520005,4.44637742616083,4.38287729328148
"Efna3",5.57227612740598,5.21743276454772,5.20531919450764,5.05669596285971,5.3401631825547
"Efna4",5.70068317653121,6.14931300043904,6.35020951131258,6.37168456225066,5.63373276197828
"Efna5",5.93341438710273,6.87890210657576,6.60758449045657,6.00869854875832,6.74266439530207
"Efnb1",5.21833005783478,5.53072857536538,5.79075466317149,5.68745268108637,5.72763535137039
"Efnb2",6.06687601218756,8.03526392381438,7.61133810459467,7.58009053617552,8.10546092066791
"Efnb3",5.62479990244664,5.84216333893818,6.09818165791986,5.83502026326228,5.74612445319227
"Egf",6.63332152264912,3.82699826355741,3.81373490664287,6.21991644902847,3.7216720428782
"Celsr3",4.98183948164088,4.96646806267698,4.84161315782699,5.20218426641935,4.87442433599538
"Celsr2",5.04213432590205,5.59146937703178,5.68414282541411,5.71155865918412,5.62620657255959
"Megf6",6.7217165482139,7.71234248057958,8.03099360384854,6.63332152264912,6.99353067916116
"Megf8",5.87125883657829,6.04955109753047,6.22427399708496,6.18023914523009,6.12614817711889
"Megf9",9.80537620023883,7.10164980271039,6.91011281342355,6.14400425616999,7.29122305025133
"Egfr",5.57649126880034,5.75466775002067,5.80931223892563,5.53399463248696,5.6041431686426
"Egr1",8.80874468244014,8.39104251002785,9.34780451604537,9.499236600874,10.7920738871028
"Egr2",6.77961169619856,6.78961639333409,7.11961186852898,8.27710166170423,7.68551158281105
"Ahr",9.37183943716826,10.4666283430722,10.270164851541,9.31081776693275,10.2421956065585
"Egr3",6.13532451193934,6.12614817711889,6.97327574605476,7.07146327188215,6.66257071519505
"Egr4",4.24855648735021,4.1827999684746,4.0764051059679,3.99592603881935,4.03225151449411
"Ehhadh",5.53165988095624,5.69312967611639,5.63891257404065,5.30280884392126,6.64571662828169
"Eif1ax",8.4609816952693,9.5296422611825,9.41623568739445,9.60994982979991,9.50173805258585
"Dtx3",4.74442599406381,4.75582254076971,4.69616304517417,4.70274004704858,4.70318082646672
"Zfc3h1",9.13088654317803,9.30528571176742,9.2703690629426,8.59812078320094,9.01236995659074
"Eif2s1",8.33445150180689,8.3189940964326,8.27380598051233,8.54829051802061,8.36090192633529
"Eif2b1",8.95863016145094,9.37760512799033,9.30088248952505,8.98484877147468,9.17811565214855
"Vstm4",5.1588028583474,5.75941250998562,5.82454856961689,5.57789329900851,5.89847681773409
"Paox",5.63278997122266,5.59334532866154,5.5924081560871,6.00917794918468,6.27960521681255
"Epha2",5.96215900266376,6.82315732340882,6.98187424630038,6.76811681416543,7.15306126376522
"Ct62",4.53671656805813,4.67857276055487,4.4235057595845,4.51202147282505,4.4345017333855
"Ahsg",4.18026133970623,4.2519867364107,4.16956662770066,4.18431951656385,4.46367002252836
"Eif4a2",11.2898104940902,11.9812328283557,11.8794016933766,11.6822361091771,11.9523022947584
"Eif4e",5.81264807057328,6.3136479035753,6.22718376667345,6.02359550883594,5.98421553894881
"Eif4ebp1",7.6726819841842,7.26091548706465,7.54310463777125,8.08127038087617,8.02187804483771
"Eif4ebp2",7.51439081747102,7.75233044876434,7.64054564587708,7.15718916012068,8.09053857942691
"Eif4g1",7.52304174751486,7.46599321308814,7.62619858049404,8.60715915714857,7.79093655124959
"Eif4g2",11.4002292306914,11.9242685161686,11.9523022947584,11.811867892259,11.8283629649551
"Eif5",8.60037361980402,8.62915579765225,8.54241602586489,8.87621694541029,8.70995025864634
"Eif5a",7.26195826025556,7.18354286342047,7.1582192203955,8.04136337318384,7.44673027857811
"Aif1",10.5365069900519,8.89085713325542,8.75148658521843,8.80047376182617,8.52053222475237
"Elane",4.91076780074299,4.44363933012982,4.58444983541981,4.49309714659654,4.8888627052086
"Serpinb1",10.0011930708675,8.56675191336122,8.4787473651403,8.42996377165993,8.48806870027568
"Elavl2",4.03056700714461,4.1022402764964,4.13130063258469,4.32139352227226,4.10277524367164
"Elavl1",6.29710326870798,6.58335009992996,6.63975729327588,6.35948469466767,6.4176420641575
"Elavl3",4.56086773557959,4.35862939881438,4.3884482998381,4.18482715114185,4.56844382276246
